,pair_name,glide_rmsd,pair_name.1,glide_rmsd_top_2,glide_rmsd_top_3,glide_rmsd_top_5,glide_rmsd_top_10,glide_rmsd_top_50,glide_rmsd_top_100,min_pose_rmsd,structalign_rmsd,combind_rmsd,lig,struct,protein,pair,mol_same,mcss,glide_joe_rmsd,type
392,"('5HT2A', '6A93_lig-to-AF_6A93')",5.075472391553532,"('5HT2A', '6A93_lig-to-AF_6A93')",5.075472391553532,4.047720745421835,4.047720745421835,4.047720745421835,3.0301481950644598,3.022240224622192,1.3630885746909482,0.98,,6A93_lig,AF_6A93,5HT2A,6A93_lig-to-AF_6A93,True,1.0,5.075472391553532,AF_dock
393,"('5HT2A', '6A94_lig-to-AF_6A93')",6.153534053979406,"('5HT2A', '6A94_lig-to-AF_6A93')",5.949803129999513,5.949803129999513,5.949803129999513,5.928463982499576,0.9383999360622026,0.9383999360622026,0.9383999360622026,0.764,,6A94_lig,AF_6A93,5HT2A,6A94_lig-to-AF_6A93,False,0.3181818181818182,6.153534053979406,AF_dock
394,"('5HT2A', '6WH4_lig-to-AF_6A93')",4.888140413262764,"('5HT2A', '6WH4_lig-to-AF_6A93')",4.8514966216885895,4.8514966216885895,4.8514966216885895,4.8514966216885895,4.697661883188917,4.697661883188917,4.697661883188917,0.748,,6WH4_lig,AF_6A93,5HT2A,6WH4_lig-to-AF_6A93,False,0.2916666666666667,4.888140413262764,AF_dock
395,"('5HT2A', '6WHA_lig-to-AF_6A93')",6.283392746621916,"('5HT2A', '6WHA_lig-to-AF_6A93')",5.611089483784914,5.227656980120186,4.997082722197713,4.997082722197713,4.997082722197713,4.997082722197713,4.542912477627665,1.169,,6WHA_lig,AF_6A93,5HT2A,6WHA_lig-to-AF_6A93,False,0.2608695652173913,6.283392746621916,AF_dock
396,"('5HT2A', '6WGT_lig-to-6WH4')",1.689694983887575,"('5HT2A', '6WGT_lig-to-6WH4')",1.561054241758581,1.561054241758581,1.561054241758581,1.3509456606740495,1.2169393720142934,1.2169393720142934,1.2169393720142934,0.667,3.635885422050367,6WGT_lig,6WH4,5HT2A,6WGT_lig-to-6WH4,False,0.3333333333333333,1.689694983887575,cross_dock
397,"('5HT2A', '6A93_lig-to-6WH4')",9.300840375953172,"('5HT2A', '6A93_lig-to-6WH4')",9.300840375953172,9.300840375953172,5.686698735295521,0.5164763224425026,0.5164763224425026,0.5164763224425026,0.5164763224425026,0.915,1.6108064947046556,6A93_lig,6WH4,5HT2A,6A93_lig-to-6WH4,False,0.2916666666666667,9.300840375953172,cross_dock
398,"('5HT2A', '6A94_lig-to-6WH4')",0.7754583162683383,"('5HT2A', '6A94_lig-to-6WH4')",0.7754583162683383,0.7754583162683383,0.7181081499369147,0.7181081499369147,0.7181081499369147,0.7181081499369147,0.7181081499369147,0.756,1.037961810564645,6A94_lig,6WH4,5HT2A,6A94_lig-to-6WH4,False,0.6818181818181818,0.7754583162683383,cross_dock
399,"('5HT2A', '6WH4_lig-to-6WH4')",1.514903169565345,"('5HT2A', '6WH4_lig-to-6WH4')",0.8116255707387234,0.8116255707387234,0.8116255707387234,0.3604726198769004,0.2984694828815549,0.2984694828815549,0.2984694828815549,0.0,0.8116255707387234,6WH4_lig,6WH4,5HT2A,6WH4_lig-to-6WH4,True,1.0,1.514903169565345,same_dock
400,"('5HT2A', '6WHA_lig-to-6WH4')",4.880002613724643,"('5HT2A', '6WHA_lig-to-6WH4')",4.880002613724643,4.880002613724643,4.793043760497612,4.489798336745834,4.202487876026506,4.202487876026506,4.202487876026506,1.257,4.568949869826022,6WHA_lig,6WH4,5HT2A,6WHA_lig-to-6WH4,False,0.2608695652173913,4.880002613724643,cross_dock
401,"('5HT2A', '6WGT_lig-to-6WHA')",1.866846801061442,"('5HT2A', '6WGT_lig-to-6WHA')",1.866846801061442,1.4198177003805814,1.3188448198574678,1.3188448198574678,1.3188448198574678,1.3188448198574678,1.3188448198574678,1.246,6.333155115815212,6WGT_lig,6WHA,5HT2A,6WGT_lig-to-6WHA,False,0.2608695652173913,1.866846801061442,cross_dock
402,"('5HT2A', '6A93_lig-to-6WHA')",4.3432841869967485,"('5HT2A', '6A93_lig-to-6WHA')",4.3236315367361,4.3236315367361,4.3236315367361,4.3236315367361,3.637528721289804,3.2409279607164434,3.123615514014872,1.257,8.079762581078565,6A93_lig,6WHA,5HT2A,6A93_lig-to-6WHA,False,0.2608695652173913,4.3432841869967485,cross_dock
403,"('5HT2A', '6A94_lig-to-6WHA')",3.656832244332911,"('5HT2A', '6A94_lig-to-6WHA')",3.656832244332911,3.609746739938597,3.609746739938597,3.609746739938597,2.4746193088333626,2.4746193088333626,2.4746193088333626,1.275,3.697188498770476,6A94_lig,6WHA,5HT2A,6A94_lig-to-6WHA,False,0.2727272727272727,3.656832244332911,cross_dock
