thresh,helpers,weight,protein,COMBIND,GLIDE,COMBIND_GLIDE,GLIDE_COMBIND,2D_mean,SHAPE_mean
0.25,0,1.0,bace1,0.13034252600114504,0.12223312873884322,0.11489369332936716,0.13941269223394756,-0.005028743096910935,0.06200184631996536
0.25,0,1.0,cah2,0.011169405865366643,0.0017649833572781215,-0.0028951977426809826,-0.004743661434123994,0.4395616208034747,0.14587636559064954
0.25,0,1.0,casp3,0.12227396727462167,0.08121567365664789,0.08585496749853083,0.12636091362916968,-0.028872616527884747,0.1210743454172698
0.25,0,1.0,cdk2,0.3238137663442431,0.27378606149812007,0.270726279211819,0.2866070738919485,0.09715077090197846,0.19684527359058848
0.25,0,1.0,cp2c9,0.015502739147430195,0.01804816904141603,0.01628829829129841,0.009183112064590234,0.10902390067854943,0.04095522418990287
0.25,0,1.0,cp3a4,0.16106389217050637,0.155304138904838,0.15023783543511776,0.1080708996409924,-0.01977857401684073,0.004586936242535086
0.25,0,1.0,csf1r,0.11498486862794147,0.15084266021370332,0.15661783551550326,0.12619946455881206,-0.07234335790727875,0.01518439920140352
0.25,0,1.0,dhi1,0.10563760117436014,0.1107562158631203,0.10766263228630606,0.10078606475437306,0.16425627900157574,0.05613016124102817
0.25,0,1.0,dpp4,0.22783838260596836,0.30947377784746904,0.2904073701033921,0.1527871081041668,0.11945521198896059,0.035854981668442906
0.25,0,1.0,drd3,0.07126016074203514,0.08021388968902585,0.07946202360713518,0.06452094257173814,0.07946644956212692,0.040898742688459166
0.25,0,1.0,dyr,0.45475031090067103,0.17945886010926906,0.2383638463532302,0.5156589570262595,0.17706557499619127,0.1055242812169208
0.25,0,1.0,egfr,0.13881174199901927,0.09766827838114153,0.09834246119492045,0.14890795597200857,0.0444785199925268,0.005443693558428308
0.25,0,1.0,esr1,0.3213768915652894,0.31055837880080833,0.31381466188269697,0.2915432566593498,0.0624192650905797,0.33415681126435925
0.25,0,1.0,esr2,0.45411126532153895,0.3600054571520028,0.35642433481148544,0.3966808639382761,-0.0693422267476785,0.08979005926891018
0.25,0,1.0,fa10,0.4143690874407143,0.41888001512530354,0.3995992241466875,0.32416912140745235,0.22270474742151142,0.05472663770388284
0.25,0,1.0,fgfr1,0.12941687096662396,0.11094402789875174,0.12031713389395723,0.11003858482466199,0.02212385970994763,-0.006037980219085873
0.25,0,1.0,fnta,0.10210551640051788,0.14082435534589396,0.12245992231750755,0.05041531052446628,0.01871969829205684,-0.03505742111967264
0.25,0,1.0,gcr,0.18851998078634283,0.1308769666845502,0.13751234379969315,0.20470819436430024,0.15977896526615393,0.20204025891910105
0.25,0,1.0,grik1,0.2127815551796343,0.2291969438183334,0.20995654288347848,0.1807071584570098,0.3930450711092041,0.007676947003427623
0.25,0,1.0,hdac2,-0.005904754333664997,0.03269728679447381,0.03288258856566062,-0.02138306392627186,-0.05445035724398414,-0.0638815443181483
0.25,0,1.0,hdac8,0.13027028599725832,0.24524339438705417,0.22576178980819844,0.08751572049347174,-0.020238878088943216,-0.05327000413784461
0.25,0,1.0,hivpr,-0.013543412034113958,0.006577935953914471,-0.0380015911379085,-0.02269911853651465,-0.016041727605714623,-0.010616078983758787
0.25,0,1.0,hivrt,0.2850260894237817,0.24083561851292123,0.23844362211324616,0.2719862538351924,0.03838301898170416,0.14137060942360805
0.25,0,1.0,igf1r,0.25725360608607284,0.1876811245009119,0.18131053172225295,0.2635971261538768,0.05049024345076065,0.18985962873086082
0.25,0,1.0,jak2,0.38960381326045623,0.4012822231977041,0.41224587393428924,0.35593732997901895,-0.012310961714519508,0.08624548947025243
0.25,0,1.0,kit,0.2166422994826659,0.1626150560540746,0.16061727361308248,0.15258191518425868,-0.013593926998166944,-0.0035128598804270023
0.25,0,1.0,kpcb,0.19867389218917425,0.17992358463500707,0.14978995217649707,0.07891754665457393,-0.04377235644499794,0.0865959393583193
0.25,0,1.0,lck,0.28988351929752687,0.32988060852026724,0.30818171481953527,0.22237642602466695,-0.040321097750234104,0.01139632470463543
0.25,0,1.0,mcr,0.3399857308510393,0.34982003106423315,0.3502816176698585,0.3149242883252298,0.04722085957805319,0.19566454625737317
0.25,0,1.0,met,0.19017993192111157,0.21015165731928642,0.20550471931305814,0.15859838934111797,-0.017913321739179935,0.09399436628172568
0.25,0,1.0,mk01,0.15222991559684793,0.1035426011940493,0.1182463417578991,0.1385869857559096,0.019229795227410678,0.01012240710344015
0.25,0,1.0,mk10,0.23750310680927256,0.4218350248862661,0.42779351356616535,0.16675921690410694,0.015925173064733747,0.05882566388805227
0.25,0,1.0,mk14,0.38181034163351535,0.39464595348169706,0.38407400183375595,0.3468304262570914,0.26369853877910787,0.044939816498663354
0.25,0,1.0,mmp13,0.2823926439936906,0.1904158693752422,0.1882599608405301,0.30815396401052675,0.17111041934980492,0.20080708568677813
0.25,0,1.0,mp2k1,0.08046411852424198,0.12447412588556739,0.13169652031831597,0.07800989747659946,-0.03464549635328957,-0.02828697676613413
0.25,0,1.0,nos1,0.1907015015619801,0.18419258847876532,0.18089218536730534,0.16404927698323077,-0.03546682443601391,0.004259395255345947
0.25,0,1.0,pa2ga,-0.010020424719984156,-0.03621654818816995,-0.01933490004651575,0.026134107775050985,-0.10802205363460479,0.042050019017567414
0.25,0,1.0,parp1,0.7252801114539257,0.7619005285698057,0.7841239108356031,0.6530355291466876,0.13646362023456543,-0.03274411502282052
0.25,0,1.0,pde5a,0.2396209335998553,0.16948542406730024,0.16848064144631983,0.17742868021765193,0.11016671696463162,0.21947759660264135
0.25,0,1.0,pgh1,0.091123396759436,0.09109308810384105,0.07845067031583774,0.06585755299722307,-0.007065409800770478,-0.0024274490124676197
0.25,0,1.0,pgh2,0.08036549360079012,0.10585785377387018,0.08781992885423391,0.06172758449961101,0.020515259620669357,0.03312514983695199
0.25,0,1.0,plk1,0.339526657948793,0.38775703765756575,0.3559340860068586,0.2659452675830756,-0.08930384313664086,0.023880680166806167
0.25,0,1.0,pparg,0.1335267919863407,0.09113084777639124,0.08886902688002848,0.12305263734141988,-0.03958596426557416,-0.024480950168924466
0.25,0,1.0,prgr,0.27318059153914287,0.28925285876662243,0.2725102456957297,0.21614201711946146,0.03671680509297686,0.06445276455108252
0.25,0,1.0,ptn1,0.22811156498343524,0.2774260096470322,0.27176916920019967,0.17791065226319844,0.09291032172104008,0.0473010258696806
0.25,0,1.0,rock1,0.47512490164743815,0.6637840871493917,0.7007142258368215,0.2917577374133754,-0.003107638481175873,-0.039200533749594514
0.25,0,1.0,src,0.08172682493690582,0.14910882197190117,0.15462193081056058,0.06021527929284991,-0.01871418329131477,0.09374488223892456
0.25,0,1.0,thrb,0.3656722806752136,0.30712885340786605,0.29761713266420725,0.30029055230099005,0.11576151016847806,0.10942370236444483
0.25,0,1.0,try1,0.21356000919950047,0.15781410224468678,0.186799378962799,0.20175387448672258,-0.01756521327948675,-0.007079770573483632
0.25,0,1.0,tysy,0.2805574756843895,0.3061151288453162,0.28130265148884936,0.18380721105547396,0.13202209654875532,0.2747547390421219
0.25,0,1.0,urok,0.48251833871458827,0.25144546838069537,0.29947636236630226,0.4312920459194439,0.154410650053299,0.16395157765910878
0.25,0,1.0,vgfr2,0.056341437457719114,0.06898854310829591,0.06339354050068682,0.04161159704560833,-0.02232841333980014,0.048294324870217085
0.25,1,1.0,aa2ar,0.3649558135533676,0.29524917239401616,0.27924046917034345,0.350132212657154,0.1433995625152389,0.24283032745840027
0.25,1,1.0,abl1,0.267298887299644,0.3061635082904245,0.29373832785287285,0.2362085466914865,0.06956417138357843,0.16902401137092798
0.25,1,1.0,ace,0.10405726254241116,0.11350291418682971,0.10918986913274041,0.10574729202701809,-0.053984043149413144,-0.0857997571517539
0.25,1,1.0,aces,0.02304930606785288,0.0649175926416722,0.05138040109463682,0.008720880977456083,0.024016751907273474,0.006272020521791821
0.25,1,1.0,ada17,-0.0036849559209783888,0.057961529097745455,0.07214035653306466,-0.007689402770970735,-0.05012285902957372,0.06677904189912501
0.25,1,1.0,adrb1,0.3269001484208323,0.10428435320828941,0.09932895632496391,0.2855024457131798,0.08999906938214178,0.12958528615962284
0.25,1,1.0,adrb2,0.19675767888748322,0.08463394709577113,0.0774462553084133,0.1685374728358925,0.07739734758252674,0.17664852246788879
0.25,1,1.0,akt1,0.07555336007746682,0.14039613532232012,0.09544791409076339,0.04479000622943197,0.14252058669048728,-0.00660739313803437
0.25,1,1.0,aldr,0.04759811074629303,0.029382318738030728,0.0341961527289245,0.03790148264824132,0.10567626233112996,0.010229848402096
0.25,1,1.0,andr,0.2438691405177456,0.26586962945490106,0.2554511361262791,0.21686004056655558,0.14179331121042846,0.0771417613625094
0.25,1,1.0,aofb,0.08926215892303395,0.08915630168631741,0.0812666859173024,0.06709007481291925,0.0996257723819203,0.004179482562656392
0.25,1,1.0,bace1,0.1716164316129759,0.12223312873884322,0.11790224764381929,0.17923870854875068,0.020120174963800794,0.021116412849869322
0.25,1,1.0,cah2,0.019267551197088416,0.0017649833572781215,-0.0020734326480822073,0.0062950008536599485,0.4301469300114915,0.3069538738372254
0.25,1,1.0,casp3,0.1310628685909635,0.08121567365664789,0.09747930135986917,0.1326193091912398,-0.0036043776296978518,0.11502869755770043
0.25,1,1.0,cdk2,0.3333959710038448,0.27378606149812007,0.26892628887030634,0.30403484117027013,0.09662959164852522,0.17571149085585042
0.25,1,1.0,cp2c9,0.014527198567499566,0.01804816904141603,0.018719244799962904,-0.0031562952049838723,0.1254214959482953,0.08922387765046054
0.25,1,1.0,cp3a4,0.15805493965848844,0.155304138904838,0.13154810635101657,0.10939511821764318,0.003150470831526081,-0.03837521715028918
0.25,1,1.0,csf1r,0.13593192471910828,0.15084266021370332,0.18165021523617456,0.11890530444597128,-0.07095740493868301,0.046868530062403324
0.25,1,1.0,dhi1,0.1129771236253007,0.1107562158631203,0.10380603319393211,0.11497755290276863,0.214257750229815,0.09236078950945292
0.25,1,1.0,dpp4,0.24175676689586778,0.30947377784746904,0.3070471264288093,0.21049451815513603,0.18548678759551743,0.036814477415442234
0.25,1,1.0,drd3,0.09690464495080613,0.08021388968902585,0.07480655984641282,0.08338236627196394,0.1065161988315008,0.041643540443274736
0.25,1,1.0,dyr,0.45807167805973653,0.17945886010926906,0.22808998197930996,0.44467927825247333,0.1994499131257377,0.09295005400085529
0.25,1,1.0,egfr,0.14959060055197332,0.09766827838114153,0.09750450946790232,0.13726401957284548,0.05426776231174344,-0.007444680597928877
0.25,1,1.0,esr1,0.3648338417066084,0.31055837880080833,0.31129722424041806,0.3288416863756732,0.1001555598619988,0.2568046131227313
0.25,1,1.0,esr2,0.47923525388622157,0.3600054571520028,0.37523441118488365,0.4374236905013559,-0.02390606729293889,0.1493021032683924
0.25,1,1.0,fa10,0.36907204837094154,0.41888001512530354,0.38697317038941614,0.32108288937771573,0.19917485338955768,0.05035543785251355
0.25,1,1.0,fgfr1,0.178573188757324,0.11094402789875174,0.12415438704986027,0.16082552578949738,0.1309090387987554,0.063847846976015
0.25,1,1.0,fnta,0.05530178427229426,0.14082435534589396,0.10994443747283782,0.02717331496546192,0.026665193718136127,-0.00500134412264307
0.25,1,1.0,gcr,0.18903744467678454,0.1308769666845502,0.1334805798777589,0.1840670573943471,0.06579153162894974,0.16859085817931171
0.25,1,1.0,grik1,0.1663355213315173,0.2291969438183334,0.20986071753704488,0.14699532735632803,0.35375531206873845,0.07768059218912476
0.25,1,1.0,hdac2,0.018881027268646072,0.03269728679447381,0.03518053779615321,0.01611188705552602,-0.028444061076189756,-0.08276093106817767
0.25,1,1.0,hdac8,0.15141603134808518,0.24524339438705417,0.2200654072138826,0.1270506690869531,-0.01609725435730494,-0.046585712792451384
0.25,1,1.0,hivpr,-0.01359126284663717,0.006577935953914471,-0.022163189109588234,-0.030882592213715983,-0.03556514685451813,-0.006019571773846657
0.25,1,1.0,hivrt,0.2829050908229529,0.24083561851292123,0.23849133289710878,0.2770500571985017,0.004409511727466059,0.11185231658382648
0.25,1,1.0,igf1r,0.2581235424185105,0.1876811245009119,0.17759931431308365,0.2537110004362706,0.055118725876511204,0.1782438403150086
0.25,1,1.0,jak2,0.5369158434590372,0.4012822231977041,0.4046313574552559,0.5387943452288236,0.005827319444422774,0.1367074746992943
0.25,1,1.0,kit,0.20127253675709092,0.1626150560540746,0.16468017364420004,0.13921496770015365,0.06942211424441079,0.0017093333537727684
0.25,1,1.0,kpcb,0.19259664890856726,0.17992358463500707,0.14564411943443792,0.08574467517029763,-0.04681706067567527,0.057140904385301464
0.25,1,1.0,lck,0.28265953018116785,0.32988060852026724,0.306705471557312,0.23882955477571963,-0.005063379091742562,0.03849619930968218
0.25,1,1.0,mcr,0.351459881753568,0.34982003106423315,0.3592388186246331,0.32718634549471104,0.12836462569144036,0.11024953895709344
0.25,1,1.0,met,0.19903769499263682,0.21015165731928642,0.1908777344065597,0.1784446197175353,0.01974303319778902,0.12076682613582959
0.25,1,1.0,mk01,0.13404291752595326,0.1035426011940493,0.09300662965941131,0.11667948698096016,0.060487704295451784,0.059596465199003044
0.25,1,1.0,mk10,0.2805985602356821,0.4218350248862661,0.4055202681827695,0.2371707314189569,0.030340749311786513,0.040367079864680286
0.25,1,1.0,mk14,0.3680625366805252,0.39464595348169706,0.3812490714247617,0.3430237180069396,0.2819186501462431,0.061391719952227405
0.25,1,1.0,mmp13,0.25963183197771433,0.1904158693752422,0.18669755312210629,0.2577560369170989,0.16309223042278725,0.10400337661483132
0.25,1,1.0,mp2k1,0.12407791042438827,0.12447412588556739,0.1309912385441669,0.1415178241261157,-0.017052843249151593,0.0006379689066166788
0.25,1,1.0,nos1,0.25849099813469434,0.18419258847876532,0.18389942965642042,0.2400355098150976,0.07084355912747078,0.06540675442459637
0.25,1,1.0,pa2ga,0.016299968289736066,-0.03621654818816995,-0.011500552119208973,0.05504124226674628,-0.102726495368202,0.08261236051136872
0.25,1,1.0,parp1,0.7223801147370861,0.7619005285698057,0.7741385289280748,0.6623165267288528,0.13031944626301875,0.03482520851680006
0.25,1,1.0,pde5a,0.23436867381979046,0.16948542406730024,0.16759546174980283,0.18521527494964493,0.10110532433541597,0.15260578740123035
