thresh,helpers,weight,protein,COMBIND,GLIDE,COMBIND+2D,GLIDE+2D
0.275,0,50.0,tryb1,0.4710745431071347,0.4695498476090849,0.49149626934831603,0.325398784762881
0.275,0,50.0,tysy,0.17592611577539402,0.2406545145293552,0.29044229015419093,0.27663470864747297
0.275,0,50.0,urok,0.5280145308331285,0.33627375828758566,0.4820506857183884,0.39485031762485
0.275,0,50.0,vgfr2,0.07902082397498955,0.09888824381420629,0.0665000676257513,0.0700988301041702
0.275,0,55.0,aa2ar,0.3596793389907943,0.29015949840268673,0.3745699950563006,0.3080913045061481
0.275,0,55.0,abl1,0.27543543403862103,0.305654674468142,0.2863348592399566,0.2743288616021101
0.275,0,55.0,ace,0.08984441097837492,0.13917108389440103,0.010895416650154435,-0.012895077592944943
0.275,0,55.0,aces,0.04795676086170988,0.08567115585097414,0.0416905370847752,0.03724597965594092
0.275,0,55.0,ada17,0.03538962438982747,0.0762360750837234,0.02441176770974606,0.020294559282447354
0.275,0,55.0,adrb1,0.3517793203557746,0.08033542887968728,0.42353132754494033,0.2298388879437308
0.275,0,55.0,adrb2,0.274531422449978,0.1335752492671857,0.3425112130569072,0.24165419715417732
0.275,0,55.0,akt1,0.08965952120126644,0.14763257199317043,0.1300656369930894,0.20836055784294244
0.275,0,55.0,akt2,0.5406599850037781,0.5686953638416493,0.5659655847347055,0.554962980914005
0.275,0,55.0,aldr,0.032481739404391065,0.03652092517466308,0.0907843466500217,0.09417776417719766
0.275,0,55.0,andr,0.24319723104873087,0.24780585286141435,0.16769122246195528,0.12190390761531178
0.275,0,55.0,aofb,0.1253634977364504,0.10513125264677312,0.14913237752162062,0.15239230145494345
0.275,0,55.0,bace1,0.14219665066909637,0.1296438838925013,0.07597503922454282,0.016228886602542104
0.275,0,55.0,braf,0.2283115172842651,0.21131425442159493,0.25248227224600306,0.1656785721805952
0.275,0,55.0,cah2,-0.001710340609857433,-0.00823714149409191,0.19385927197311031,0.3797599391880983
0.275,0,55.0,casp3,0.12443145783710066,0.08799505644063194,0.08863100857317123,0.038705700606246854
0.275,0,55.0,cdk2,0.3384330826665939,0.2821132319330196,0.29542287214249946,0.17991464148324082
0.275,0,55.0,cp2c9,0.025876109165948357,0.029670356978394995,0.06582816721252323,0.07553515100120803
0.275,0,55.0,cp3a4,0.1803206420166149,0.17812471940406277,0.07089880151715118,0.02244212214707904
0.275,0,55.0,csf1r,0.13573899638339376,0.1822106230206374,0.17126017302456648,0.06638389546832231
0.275,0,55.0,def,0.41746524496528514,0.5420251794874253,0.4317752220954695,0.253834929446069
0.275,0,55.0,dhi1,0.11539660224371154,0.1194169308254089,0.20374143663283467,0.24748371778859032
0.275,0,55.0,dpp4,0.24195175498384,0.300748135394188,0.32491302513881787,0.28423009392828513
0.275,0,55.0,drd3,0.08575716137993535,0.07474105942383069,0.1007348680922315,0.09438706746783795
0.275,0,55.0,dyr,0.459067600428714,0.20948250387937797,0.43706458880969284,0.30934393540650656
0.275,0,55.0,egfr,0.19458757415401218,0.1337763148522923,0.2245583814997933,0.1802450473225536
0.275,0,55.0,esr1,0.3315741826003743,0.32471626368024775,0.2727666649441418,0.2061382243873439
0.275,0,55.0,esr2,0.4266831624538322,0.3751211940179774,0.16035202702085347,0.03889448017319046
0.275,0,55.0,fa10,0.40591802721483966,0.42204235511966226,0.4662251529965939,0.4077391092007824
0.275,0,55.0,fgfr1,0.12324184976722136,0.11060001732210428,0.13827635170894134,0.11150483202072886
0.275,0,55.0,fnta,0.10642842676934727,0.130626145496808,0.09915285351913089,0.09967749745649568
0.275,0,55.0,gcr,0.1759589305243933,0.10678279510771801,0.2127014757397716,0.19465318258734013
0.275,0,55.0,glcm,0.20930943853277964,0.1490522203374273,0.17177024694585188,0.06079306704188778
0.275,0,55.0,grik1,0.2608860187667477,0.3195532747840121,0.3730220788296965,0.35781445912560433
0.275,0,55.0,hdac2,-0.016075941540114647,0.025163533098738883,-0.01952365530836588,-0.005150591939514393
0.275,0,55.0,hdac8,0.15850650325445256,0.25158183238781273,0.1436099528062527,0.13271842879607962
0.275,0,55.0,hivpr,0.02363879143368322,0.021873923546594697,0.019632966700240295,0.008475645714229537
0.275,0,55.0,hivrt,0.30346612425159625,0.2554054624492346,0.2724516203499969,0.14010666288056053
0.275,0,55.0,igf1r,0.2072996245687911,0.16672700126404014,0.22362476076456225,0.16648988854946883
0.275,0,55.0,ital,-0.01454692525210416,0.02480287238061249,0.016145157531752274,0.06349183789682922
0.275,0,55.0,jak2,0.3789906665528579,0.3949333037826559,0.29325961252286564,0.15737424240262718
0.275,0,55.0,kif11,0.021284236771238904,0.13175983537363214,0.0014996032261243158,0.0032740632328525643
0.275,0,55.0,kit,0.14988826434120325,0.12810265166977364,0.12638191499257542,0.054330083836176615
0.275,0,55.0,kpcb,0.22497795746300295,0.18213620136391123,0.12752154500793922,0.018619414435810257
0.275,0,55.0,lck,0.29436193639782254,0.3303495482080474,0.18111985004563708,0.07302512378950063
0.275,0,55.0,mapk2,0.49673446298813717,0.48591906259766854,0.4807951305543134,0.43409344293592184
0.275,0,55.0,mcr,0.30561629812057833,0.32187807067466084,0.22722335784649786,0.1728388113906311
0.275,0,55.0,met,0.1413315091169584,0.15046870336517335,0.13749235813948918,0.09924148955686427
0.275,0,55.0,mk01,0.1794175547461032,0.1487642990824335,0.17969030402201547,0.07715656872969365
0.275,0,55.0,mk10,0.22553441912943142,0.34049742843085706,0.1310857002280601,0.09038577803315247
0.275,0,55.0,mk14,0.33715150287310935,0.32944880127817283,0.36098877523210027,0.40412634467354935
0.275,0,55.0,mmp13,0.3362667453833904,0.22236551146318453,0.38113006510677766,0.32688297368617836
0.275,0,55.0,mp2k1,0.08256123202019924,0.10652693515220753,0.052636496748151074,-0.006228418486254103
0.275,0,55.0,nos1,0.18937587263291988,0.19752341040128857,0.1266522437520655,0.04397669888028577
0.275,0,55.0,pa2ga,-0.011999392382940705,-0.038427018515584374,-0.07589109677942192,-0.09254430360342336
0.275,0,55.0,parp1,0.7163273558747388,0.7389183458396353,0.6956118150322839,0.5693758093858943
0.275,0,55.0,pde5a,0.2032591180031751,0.13069468725591946,0.2786070461552404,0.2478883981201093
0.275,0,55.0,pgh1,0.09639651258152468,0.089764905649198,0.06632212894384032,0.04173991077383231
0.275,0,55.0,pgh2,0.08954607070309753,0.1125924221773938,0.10509648984312556,0.09990688027088343
0.275,0,55.0,plk1,0.289875009680365,0.33586452448686616,0.11991145742414007,0.026059901726980705
0.275,0,55.0,pnph,0.5249338432500259,0.3558461980853618,0.6467860441711967,0.6085572111992888
0.275,0,55.0,ppara,0.24892333673217273,0.21724767404297718,0.2278348849169096,0.15289720767643908
0.275,0,55.0,pparg,0.18173354895334107,0.14355686932483613,0.13572683932786928,0.0682903284765312
0.275,0,55.0,prgr,0.2912623395233471,0.3015443585481215,0.2538471287236998,0.17494648976408922
0.275,0,55.0,ptn1,0.2566051576946521,0.30488453440579677,0.266045539914492,0.26984949202504194
0.275,0,55.0,pyrd,0.06077659234331734,0.07397537349972022,0.03252951206554719,0.009948196962999145
0.275,0,55.0,rock1,0.4474635026742838,0.5679773116327338,0.4330618651368992,0.22934408949432888
0.275,0,55.0,src,0.11405457288334069,0.17904790935118936,0.09996584231067401,0.08107215168220391
0.275,0,55.0,thrb,0.4048148412033944,0.32161428788794794,0.4016123150013091,0.24118406719619173
0.275,0,55.0,try1,0.25958925913444636,0.2132471365383548,0.17859641295008302,0.07135216533411183
0.275,0,55.0,tryb1,0.4710745431071347,0.4695498476090849,0.4683452076248992,0.298030611881293
0.275,0,55.0,tysy,0.17592611577539402,0.2406545145293552,0.2850549644323817,0.26997139869204384
0.275,0,55.0,urok,0.5280145308331285,0.33627375828758566,0.48174315358180514,0.38180179152322175
0.275,0,55.0,vgfr2,0.07902082397498955,0.09888824381420629,0.0656386050496655,0.06729204100555941
0.275,0,60.0,aa2ar,0.3596793389907943,0.29015949840268673,0.3713026274203487,0.30488169091062384
0.275,0,60.0,abl1,0.27543543403862103,0.305654674468142,0.28587303031244443,0.2697096412394743
0.275,0,60.0,ace,0.08984441097837492,0.13917108389440103,0.007519310256746017,-0.015611577572488997
0.275,0,60.0,aces,0.04795676086170988,0.08567115585097414,0.0405494441518166,0.03525817504128215
0.275,0,60.0,ada17,0.03538962438982747,0.0762360750837234,0.02332164526319833,0.018060939528998416
0.275,0,60.0,adrb1,0.3517793203557746,0.08033542887968728,0.4214832153074958,0.23268145356173306
0.275,0,60.0,adrb2,0.274531422449978,0.1335752492671857,0.3395411490548704,0.23871157388418895
0.275,0,60.0,akt1,0.08965952120126644,0.14763257199317043,0.13125587931962804,0.206342528386744
0.275,0,60.0,akt2,0.5406599850037781,0.5686953638416493,0.5660382186882484,0.5428418995983082
0.275,0,60.0,aldr,0.032481739404391065,0.03652092517466308,0.09243740819636063,0.09392851195972618
0.275,0,60.0,andr,0.24319723104873087,0.24780585286141435,0.16136280701587075,0.1186754850115486
0.275,0,60.0,aofb,0.1253634977364504,0.10513125264677312,0.1510069517980272,0.1543189244286087
0.275,0,60.0,bace1,0.14219665066909637,0.1296438838925013,0.07044717309549679,0.013888413285552237
0.275,0,60.0,braf,0.2283115172842651,0.21131425442159493,0.2525701957318379,0.15985208442987411
0.275,0,60.0,cah2,-0.001710340609857433,-0.00823714149409191,0.20820272962718928,0.3860066514977579
0.275,0,60.0,casp3,0.12443145783710066,0.08799505644063194,0.08480807136446591,0.03294894318636147
0.275,0,60.0,cdk2,0.3384330826665939,0.2821132319330196,0.2874235444862006,0.17447636315544301
0.275,0,60.0,cp2c9,0.025876109165948357,0.029670356978394995,0.06799705220800759,0.07635729493098384
0.275,0,60.0,cp3a4,0.1803206420166149,0.17812471940406277,0.06516179337948012,0.018105126242330676
0.275,0,60.0,csf1r,0.13573899638339376,0.1822106230206374,0.1676940885664392,0.060806479333035214
0.275,0,60.0,def,0.41746524496528514,0.5420251794874253,0.3983870671539591,0.23308633938508308
0.275,0,60.0,dhi1,0.11539660224371154,0.1194169308254089,0.20957110042922933,0.24736857178059676
0.275,0,60.0,dpp4,0.24195175498384,0.300748135394188,0.32433332403672777,0.27642061135057505
0.275,0,60.0,drd3,0.08575716137993535,0.07474105942383069,0.10057469771525396,0.09283418536955283
0.275,0,60.0,dyr,0.459067600428714,0.20948250387937797,0.4222759529995369,0.3026580338635826
0.275,0,60.0,egfr,0.19458757415401218,0.1337763148522923,0.2248485188853609,0.17989598169170806
0.275,0,60.0,esr1,0.3315741826003743,0.32471626368024775,0.2684634643496236,0.20287048809096583
0.275,0,60.0,esr2,0.4266831624538322,0.3751211940179774,0.1511036117380435,0.03300129604012569
0.275,0,60.0,fa10,0.40591802721483966,0.42204235511966226,0.46519322287552106,0.3996097536082962
0.275,0,60.0,fgfr1,0.12324184976722136,0.11060001732210428,0.1402291113407521,0.10967456895797839
0.275,0,60.0,fnta,0.10642842676934727,0.130626145496808,0.09834565989282824,0.09658553143505494
0.275,0,60.0,gcr,0.1759589305243933,0.10678279510771801,0.21315537195158227,0.19487591443230734
0.275,0,60.0,glcm,0.20930943853277964,0.1490522203374273,0.15278057082187227,0.0576454886921382
0.275,0,60.0,grik1,0.2608860187667477,0.3195532747840121,0.37375799004825244,0.3516565309146766
0.275,0,60.0,hdac2,-0.016075941540114647,0.025163533098738883,-0.020182647119784135,-0.007496143004692146
0.275,0,60.0,hdac8,0.15850650325445256,0.25158183238781273,0.14056245179674853,0.12205445378172658
0.275,0,60.0,hivpr,0.02363879143368322,0.021873923546594697,0.019661119364031244,0.008852322618219244
0.275,0,60.0,hivrt,0.30346612425159625,0.2554054624492346,0.26637581305166613,0.13094418710604414
0.275,0,60.0,igf1r,0.2072996245687911,0.16672700126404014,0.22376209456266855,0.16142331895233056
0.275,0,60.0,ital,-0.01454692525210416,0.02480287238061249,0.017024215238251816,0.0751795542572222
0.275,0,60.0,jak2,0.3789906665528579,0.3949333037826559,0.2864696389734877,0.14804532851772326
0.275,0,60.0,kif11,0.021284236771238904,0.13175983537363214,-0.0005805011031811344,-0.000766660216714149
0.275,0,60.0,kit,0.14988826434120325,0.12810265166977364,0.11851490667939404,0.050882874821451575
0.275,0,60.0,kpcb,0.22497795746300295,0.18213620136391123,0.12020885037301673,0.01539865291364335
0.275,0,60.0,lck,0.29436193639782254,0.3303495482080474,0.17065733620332338,0.06712094047783752
0.275,0,60.0,mapk2,0.49673446298813717,0.48591906259766854,0.48254445878139424,0.4253745855063526
0.275,0,60.0,mcr,0.30561629812057833,0.32187807067466084,0.24787611323943423,0.1654973867816554
0.275,0,60.0,met,0.1413315091169584,0.15046870336517335,0.13464334695061678,0.09312396314245272
0.275,0,60.0,mk01,0.1794175547461032,0.1487642990824335,0.18040678595904314,0.07397254455994584
0.275,0,60.0,mk10,0.22553441912943142,0.34049742843085706,0.1256402107402525,0.08218220150769953
0.275,0,60.0,mk14,0.33715150287310935,0.32944880127817283,0.3470390063313643,0.402557296584085
0.275,0,60.0,mmp13,0.3362667453833904,0.22236551146318453,0.38085370525138984,0.32461329205740574
0.275,0,60.0,mp2k1,0.08256123202019924,0.10652693515220753,0.0493356065622277,-0.009126563337934279
0.275,0,60.0,nos1,0.18937587263291988,0.19752341040128857,0.12209572723511437,0.038968991023696276
0.275,0,60.0,pa2ga,-0.011999392382940705,-0.038427018515584374,-0.07779971679858316,-0.09284869260800624
0.275,0,60.0,parp1,0.7163273558747388,0.7389183458396353,0.6910059032836485,0.5474542471865116
0.275,0,60.0,pde5a,0.2032591180031751,0.13069468725591946,0.2844363831491188,0.2477395115196579
0.275,0,60.0,pgh1,0.09639651258152468,0.089764905649198,0.0647696603244086,0.040586407099281185
0.275,0,60.0,pgh2,0.08954607070309753,0.1125924221773938,0.10363271318788067,0.09808182750676946
0.275,0,60.0,plk1,0.289875009680365,0.33586452448686616,0.11127153301578671,0.022352431985191858
0.275,0,60.0,pnph,0.5249338432500259,0.3558461980853618,0.6536029271760894,0.6119603432889572
0.275,0,60.0,ppara,0.24892333673217273,0.21724767404297718,0.22363179439005923,0.15046760657010508
0.275,0,60.0,pparg,0.18173354895334107,0.14355686932483613,0.13295491938066445,0.06386432133720862
0.275,0,60.0,prgr,0.2912623395233471,0.3015443585481215,0.24332652291309698,0.16929644613606604
0.275,0,60.0,ptn1,0.2566051576946521,0.30488453440579677,0.26618535695609824,0.2675628141358789
0.275,0,60.0,pyrd,0.06077659234331734,0.07397537349972022,0.03157962421657956,0.0059718831275863415
0.275,0,60.0,rock1,0.4474635026742838,0.5679773116327338,0.42136993828236646,0.21993156716999387
0.275,0,60.0,src,0.11405457288334069,0.17904790935118936,0.09691340961726266,0.0775363863255428
0.275,0,60.0,thrb,0.4048148412033944,0.32161428788794794,0.3955039735960854,0.2351053169135588
0.275,0,60.0,try1,0.25958925913444636,0.2132471365383548,0.17361789376569248,0.06585727099535464
0.275,0,60.0,tryb1,0.4710745431071347,0.4695498476090849,0.4636128664543102,0.2763560141187815
0.275,0,60.0,tysy,0.17592611577539402,0.2406545145293552,0.2855858152618528,0.2577134784174304
0.275,0,60.0,urok,0.5280145308331285,0.33627375828758566,0.4779325304279173,0.36513020985409916
0.275,0,60.0,vgfr2,0.07902082397498955,0.09888824381420629,0.06496599074603382,0.06486325840164502
0.275,0,65.0,aa2ar,0.3596793389907943,0.29015949840268673,0.3703887175916452,0.30384779504001996
0.275,0,65.0,abl1,0.27543543403862103,0.305654674468142,0.28690434068828957,0.26403949167651203
0.275,0,65.0,ace,0.08984441097837492,0.13917108389440103,0.006190935862081204,-0.017953500925697915
0.275,0,65.0,aces,0.04795676086170988,0.08567115585097414,0.03917192465218262,0.032415471823128345
0.275,0,65.0,ada17,0.03538962438982747,0.0762360750837234,0.022818896510848265,0.015163048938395401
0.275,0,65.0,adrb1,0.3517793203557746,0.08033542887968728,0.4188592651335238,0.2327797435046814
0.275,0,65.0,adrb2,0.274531422449978,0.1335752492671857,0.3311940250994344,0.23383254449177046
0.275,0,65.0,akt1,0.08965952120126644,0.14763257199317043,0.1338854252487302,0.2043204273043274
0.275,0,65.0,akt2,0.5406599850037781,0.5686953638416493,0.5654065361855964,0.5426549624744955
0.275,0,65.0,aldr,0.032481739404391065,0.03652092517466308,0.09108117828882975,0.09328529423836698
0.275,0,65.0,andr,0.24319723104873087,0.24780585286141435,0.1566924834308002,0.11657948891992467
0.275,0,65.0,aofb,0.1253634977364504,0.10513125264677312,0.15309312589437538,0.1557242583558451
0.275,0,65.0,bace1,0.14219665066909637,0.1296438838925013,0.06490261809782163,0.011728409520617234
0.275,0,65.0,braf,0.2283115172842651,0.21131425442159493,0.2482962065379866,0.15762527381455668
0.275,0,65.0,cah2,-0.001710340609857433,-0.00823714149409191,0.2166929174197268,0.3910007822924107
0.275,0,65.0,casp3,0.12443145783710066,0.08799505644063194,0.0814332858068898,0.029593446624575487
0.275,0,65.0,cdk2,0.3384330826665939,0.2821132319330196,0.281771378581084,0.16897019658211215
0.275,0,65.0,cp2c9,0.025876109165948357,0.029670356978394995,0.07022126032531914,0.07750372423606512
0.275,0,65.0,cp3a4,0.1803206420166149,0.17812471940406277,0.05970015663616592,0.015284858747716632
0.275,0,65.0,csf1r,0.13573899638339376,0.1822106230206374,0.1566959326509984,0.057172794411194564
0.275,0,65.0,def,0.41746524496528514,0.5420251794874253,0.3805934563229191,0.21017614203000903
0.275,0,65.0,dhi1,0.11539660224371154,0.1194169308254089,0.2148702201836233,0.2463132638938609
0.275,0,65.0,dpp4,0.24195175498384,0.300748135394188,0.32477047654200353,0.2665039623529461
0.275,0,65.0,drd3,0.08575716137993535,0.07474105942383069,0.10154104280155025,0.09192368293722866
0.275,0,65.0,dyr,0.459067600428714,0.20948250387937797,0.4705477899988584,0.29532602354908133
0.275,0,65.0,egfr,0.19458757415401218,0.1337763148522923,0.2230341378283529,0.17859762851089442
0.275,0,65.0,esr1,0.3315741826003743,0.32471626368024775,0.2648093968086195,0.19897753610480223
0.275,0,65.0,esr2,0.4266831624538322,0.3751211940179774,0.13823825154707167,0.02756479207083547
0.275,0,65.0,fa10,0.40591802721483966,0.42204235511966226,0.46337152720531566,0.3928200236956889
0.275,0,65.0,fgfr1,0.12324184976722136,0.11060001732210428,0.13733491972510337,0.10660293529656059
0.275,0,65.0,fnta,0.10642842676934727,0.130626145496808,0.09668553696988418,0.09438375189733986
0.275,0,65.0,gcr,0.1759589305243933,0.10678279510771801,0.21399144578080004,0.19584262242013883
0.275,0,65.0,glcm,0.20930943853277964,0.1490522203374273,0.1447369145283567,0.055413838294947226
0.275,0,65.0,grik1,0.2608860187667477,0.3195532747840121,0.3750737682335105,0.35737246809582507
0.275,0,65.0,hdac2,-0.016075941540114647,0.025163533098738883,-0.020683853129723147,-0.009202338849851657
0.275,0,65.0,hdac8,0.15850650325445256,0.25158183238781273,0.13834923131197185,0.11330017846711364
0.275,0,65.0,hivpr,0.02363879143368322,0.021873923546594697,0.018133770044895893,0.011208630779313732
0.275,0,65.0,hivrt,0.30346612425159625,0.2554054624492346,0.2588313895229305,0.12619022114646794
0.275,0,65.0,igf1r,0.2072996245687911,0.16672700126404014,0.22247903427731275,0.1579880515489806
0.275,0,65.0,ital,-0.01454692525210416,0.02480287238061249,0.018786181913269,0.07572651745898848
0.275,0,65.0,jak2,0.3789906665528579,0.3949333037826559,0.278030828812415,0.13579251551382385
0.275,0,65.0,kif11,0.021284236771238904,0.13175983537363214,-0.0022218590042009656,-0.004187384918601003
0.275,0,65.0,kit,0.14988826434120325,0.12810265166977364,0.11580416462198007,0.04835776290458972
0.275,0,65.0,kpcb,0.22497795746300295,0.18213620136391123,0.11276562486022657,0.010835662166205934
0.275,0,65.0,lck,0.29436193639782254,0.3303495482080474,0.16251128463084605,0.061765695222912496
0.275,0,65.0,mapk2,0.49673446298813717,0.48591906259766854,0.47853259723860414,0.40790067635430666
0.275,0,65.0,mcr,0.30561629812057833,0.32187807067466084,0.24371779989502565,0.1624783538571808
0.275,0,65.0,met,0.1413315091169584,0.15046870336517335,0.1323553325088535,0.08950737131286035
0.275,0,65.0,mk01,0.1794175547461032,0.1487642990824335,0.17343178739387594,0.073577563500167
0.275,0,65.0,mk10,0.22553441912943142,0.34049742843085706,0.11895805668250299,0.07473792938807916
0.275,0,65.0,mk14,0.33715150287310935,0.32944880127817283,0.3710823190296795,0.4018474515361496
0.275,0,65.0,mmp13,0.3362667453833904,0.22236551146318453,0.3746080466503821,0.3220865962931105
0.275,0,65.0,mp2k1,0.08256123202019924,0.10652693515220753,0.04307814983712878,-0.010816780706605139
0.275,0,65.0,nos1,0.18937587263291988,0.19752341040128857,0.11718129849392749,0.03431017156365873
0.275,0,65.0,pa2ga,-0.011999392382940705,-0.038427018515584374,-0.07974441673836384,-0.09358985758902494
0.275,0,65.0,parp1,0.7163273558747388,0.7389183458396353,0.685013965548367,0.5193397674124945
0.275,0,65.0,pde5a,0.2032591180031751,0.13069468725591946,0.2919751922914897,0.244828370376121
0.275,0,65.0,pgh1,0.09639651258152468,0.089764905649198,0.06277985777339685,0.03850282086463609
0.275,0,65.0,pgh2,0.08954607070309753,0.1125924221773938,0.10399285406876993,0.09678647673592003
0.275,0,65.0,plk1,0.289875009680365,0.33586452448686616,0.1032510738220123,0.018444218387044985
0.275,0,65.0,pnph,0.5249338432500259,0.3558461980853618,0.6467605151163272,0.6088114524552581
0.275,0,65.0,ppara,0.24892333673217273,0.21724767404297718,0.22791785595875372,0.14768071011119224
0.275,0,65.0,pparg,0.18173354895334107,0.14355686932483613,0.13033118620435083,0.062131981691854556
0.275,0,65.0,prgr,0.2912623395233471,0.3015443585481215,0.23462925444459176,0.16221984294512756
0.275,0,65.0,ptn1,0.2566051576946521,0.30488453440579677,0.26911232495175424,0.2641732263980847
0.275,0,65.0,pyrd,0.06077659234331734,0.07397537349972022,0.029648076888188046,0.0032741245298059662
0.275,0,65.0,rock1,0.4474635026742838,0.5679773116327338,0.4041464016675723,0.21319751839676687
0.275,0,65.0,src,0.11405457288334069,0.17904790935118936,0.09380968957006357,0.07452585697718493
0.275,0,65.0,thrb,0.4048148412033944,0.32161428788794794,0.39079870029050834,0.22979317198852453
0.275,0,65.0,try1,0.25958925913444636,0.2132471365383548,0.16639302698797473,0.061637899039163946
0.275,0,65.0,tryb1,0.4710745431071347,0.4695498476090849,0.4209655730462184,0.26806753057745936
0.275,0,65.0,tysy,0.17592611577539402,0.2406545145293552,0.28007562966579935,0.2513654296908204
0.275,0,65.0,urok,0.5280145308331285,0.33627375828758566,0.4739967247331734,0.35764334111321733
0.275,0,65.0,vgfr2,0.07902082397498955,0.09888824381420629,0.06478047724227201,0.06272255098141995
0.275,0,70.0,aa2ar,0.3596793389907943,0.29015949840268673,0.3672990906584096,0.2981982819984398
0.275,0,70.0,abl1,0.27543543403862103,0.305654674468142,0.2779247889108007,0.25795943207400807
0.275,0,70.0,ace,0.08984441097837492,0.13917108389440103,0.0025596476838094127,-0.019246164478836026
0.275,0,70.0,aces,0.04795676086170988,0.08567115585097414,0.03844273083574229,0.030426666904907633
0.275,0,70.0,ada17,0.03538962438982747,0.0762360750837234,0.022288218638505615,0.015828110080278658
0.275,0,70.0,adrb1,0.3517793203557746,0.08033542887968728,0.4182412697979661,0.23378936071080897
0.275,0,70.0,adrb2,0.274531422449978,0.1335752492671857,0.3223268964971108,0.2294209808437305
0.275,0,70.0,akt1,0.08965952120126644,0.14763257199317043,0.1362726043559353,0.20327867277067518
0.275,0,70.0,akt2,0.5406599850037781,0.5686953638416493,0.5954549881878831,0.5108013151189817
0.275,0,70.0,aldr,0.032481739404391065,0.03652092517466308,0.09283449893666855,0.09421044912157162
0.275,0,70.0,andr,0.24319723104873087,0.24780585286141435,0.15290570052702282,0.11278325002298531
0.275,0,70.0,aofb,0.1253634977364504,0.10513125264677312,0.15448003727355863,0.15665691998075443
0.275,0,70.0,bace1,0.14219665066909637,0.1296438838925013,0.06099099760660807,0.00931272686066657
0.275,0,70.0,braf,0.2283115172842651,0.21131425442159493,0.24359065822832485,0.15216174868539253
0.275,0,70.0,cah2,-0.001710340609857433,-0.00823714149409191,0.22675291747246437,0.392535104987341
0.275,0,70.0,casp3,0.12443145783710066,0.08799505644063194,0.07843298635841893,0.02700075213407671
0.275,0,70.0,cdk2,0.3384330826665939,0.2821132319330196,0.2750082146265972,0.16419798502308175
0.275,0,70.0,cp2c9,0.025876109165948357,0.029670356978394995,0.07046766494119204,0.0769994786888973
0.275,0,70.0,cp3a4,0.1803206420166149,0.17812471940406277,0.05547390491727853,0.012661877478005627
0.275,0,70.0,csf1r,0.13573899638339376,0.1822106230206374,0.15115035921186798,0.053393323809324246
0.275,0,70.0,def,0.41746524496528514,0.5420251794874253,0.35826515062146247,0.19440421551055317
0.275,0,70.0,dhi1,0.11539660224371154,0.1194169308254089,0.21948283799810303,0.24689978560838602
0.275,0,70.0,dpp4,0.24195175498384,0.300748135394188,0.3186578227455326,0.25965248604170743
0.275,0,70.0,drd3,0.08575716137993535,0.07474105942383069,0.10135719333352282,0.09103074937928379
0.275,0,70.0,dyr,0.459067600428714,0.20948250387937797,0.45992633938496075,0.29329073986144305
0.275,0,70.0,egfr,0.19458757415401218,0.1337763148522923,0.22301178877877206,0.17603136396199529
0.275,0,70.0,esr1,0.3315741826003743,0.32471626368024775,0.2596677588422943,0.19363131310369036
0.275,0,70.0,esr2,0.4266831624538322,0.3751211940179774,0.12511667731162407,0.02356851070466871
0.275,0,70.0,fa10,0.40591802721483966,0.42204235511966226,0.4583648498484919,0.3841102181633643
0.275,0,70.0,fgfr1,0.12324184976722136,0.11060001732210428,0.13421210450576332,0.10467703360075886
0.275,0,70.0,fnta,0.10642842676934727,0.130626145496808,0.09400500029708456,0.09169467845627659
0.275,0,70.0,gcr,0.1759589305243933,0.10678279510771801,0.21543608773489903,0.19490754138202832
0.275,0,70.0,glcm,0.20930943853277964,0.1490522203374273,0.13722943302691706,0.05285808137289916
0.275,0,70.0,grik1,0.2608860187667477,0.3195532747840121,0.3665762501612592,0.34965805700402325
0.275,0,70.0,hdac2,-0.016075941540114647,0.025163533098738883,-0.021077273797629612,-0.01177844813227657
0.275,0,70.0,hdac8,0.15850650325445256,0.25158183238781273,0.1355585865808724,0.10903997701130982
0.275,0,70.0,hivpr,0.02363879143368322,0.021873923546594697,0.0185244866038356,0.012909884512936625
0.275,0,70.0,hivrt,0.30346612425159625,0.2554054624492346,0.250360995977414,0.12181663763421453
0.275,0,70.0,igf1r,0.2072996245687911,0.16672700126404014,0.22423495001927557,0.15592053256746122
0.275,0,70.0,ital,-0.01454692525210416,0.02480287238061249,0.020323007373836244,0.07701531047666219
0.275,0,70.0,jak2,0.3789906665528579,0.3949333037826559,0.2579932409773618,0.12830724823536344
0.275,0,70.0,kif11,0.021284236771238904,0.13175983537363214,-0.003997045008262,-0.005798340274157307
0.275,0,70.0,kit,0.14988826434120325,0.12810265166977364,0.11274549050390101,0.04548577057156565
0.275,0,70.0,kpcb,0.22497795746300295,0.18213620136391123,0.10427481726518506,0.008034240807269128
0.275,0,70.0,lck,0.29436193639782254,0.3303495482080474,0.1539443002337469,0.05724090584130993
0.275,0,70.0,mapk2,0.49673446298813717,0.48591906259766854,0.48213848861903924,0.419830732891086
0.275,0,70.0,mcr,0.30561629812057833,0.32187807067466084,0.232745293625416,0.15546349403613438
0.275,0,70.0,met,0.1413315091169584,0.15046870336517335,0.13032115912762357,0.08568463531080181
0.275,0,70.0,mk01,0.1794175547461032,0.1487642990824335,0.16806545679744073,0.07298582437409207
0.275,0,70.0,mk10,0.22553441912943142,0.34049742843085706,0.11361545493736429,0.07062792765556973
0.275,0,70.0,mk14,0.33715150287310935,0.32944880127817283,0.3561271995320975,0.3994212400330116
